miRNA name	H1	H2	H3	H4	H5	H6	H7	H8	H9	L1	L10	L2	L3	L4	L5	L6	L7	L8	L9	S1	S2	S3	S4	S5	S6	S7	S8	S9	HC	LN	SLE
2_20517	0	69.185	5.678	31.744	0	106.889	0	0	0	0	1059.8834	0	0	0	0	0	0	0	319.1829	0	0	275.558	215.1334	106.349	176.8972	61.6067	0	0	23.721778	137.90663	92.838256
15_14509	0	0	0	0	0	53.4445	0	0	0	0	0	0	0	0	0	11.0437	9.8805	0	0	0	37.81	137.779	11.9519	0	0	0	0	86.9792	5.938278	2.09242	30.502233
9_44334	53.8112	0	17.0341	31.744	0	53.4445	37.4925	20.3163	0	0	0	0	0	28.1425	44.7027	0	0	282.6955	0	0	0	0	35.8556	0	0	61.6067	0	0	23.760289	35.55407	10.829144
8_41569	0	0	11.3561	31.744	11.0985	53.4445	37.4925	0	0	0	0	0	282.7965	42.2137	0	0	49.4027	35.3369	0	87.9585	0	0	0	0	16.0816	0	0	0	16.126178	40.97498	11.560011
13_11875	0	0	17.0341	190.4641	0	0	0	30.4745	0	0	0	0	0	0	134.1082	0	0	0	0	0	0	0	0	0	0	0	0	0	26.441411	13.41082	0
21_24721	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0.630889	0.98805	0
11_8000	26.9056	0	17.0341	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	671.4018	0	0	0	0	0	0	0	0	0	0	6.2708	67.14018	0
21_24689	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0.630889	0.98805	0
12_9395	3524.6321	6780.1301	181.6974	6380.5473	88.7883	1710.2239	199.96	71.1071	846.0237	0	3444.6211	176.8347	62.8437	436.2081	5856.0572	22.0875	207.4914	0	15799.5531	10906.852	756.2008	1102.232	23.9037	21.2698	32.1631	0	0	434.8961	2198.123322	2600.56968	1475.279722
5_33582	26.9056	0	11.3561	0	0	0	0	0	423.0118	63.0557	0	1061.008	31.4218	14.0712	0	66.2625	9.8805	0	0	0	75.6201	137.779	11.9519	106.349	0	61.6067	163.1321	173.9584	51.252611	124.56997	81.155244
1_1742	53.8112	69.185	0	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	13.666244	4.47027	1.327989
X_46230	0	0	0	0	0	0	0	0	0	63.0557	0	353.6693	0	0	0	0	0	0	0	0	37.81	137.779	0	0	32.1631	0	54.3774	86.9792	0	41.6725	38.789856
19_18917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0875	0	0	0	0	0	0	0	0	32.1631	0	0	0	0	2.20875	3.573678
3_26362	0	0	0	0	0	0	0	0	0	0	1324.8543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.48543	0
8_40534	0	0	0	0	0	0	24.995	0	0	0	0	530.504	62.8437	0	0	0	0	0	0	0	0	0	0	21.2698	0	61.6067	0	0	2.777222	59.33477	9.2085
17_16751	0	0	0	0	0	0	0	0	0	63.0557	264.9709	176.8347	0	14.0712	44.7027	22.0875	0	35.3369	0	0	0	275.558	0	63.8094	0	0	0	0	0	62.10596	37.707489
16_15512	161.4335	69.185	0	31.744	0	0	24.995	20.3163	0	0	529.9417	0	31.4218	28.1425	0	0	0	0	1755.5059	0	0	0	0	0	32.1631	123.2134	0	347.9168	34.185978	234.50119	55.921478
18_17977	322.8671	69.185	17.0341	31.744	0	106.889	37.4925	30.4745	211.5059	0	7419.1839	0	0	14.0712	44.7027	22.0875	9.8805	0	3191.8289	175.917	37.81	0	143.4223	0	192.9788	184.8201	0	86.9792	91.910233	1070.17547	91.325267
16_15374	188.3391	0	17.0341	31.744	11.0985	160.3335	24.995	60.949	141.0039	63.0557	0	176.8347	0	56.2849	44.7027	11.0437	29.6416	106.0108	0	87.9585	0	137.779	0	0	32.1631	61.6067	0	86.9792	70.610789	48.75741	45.165167
12_9448	349.7726	207.555	11.3561	285.6961	22.1971	106.889	62.4875	10.1582	705.0197	0	2914.6794	0	157.1092	70.3561	938.7573	11.0437	29.6416	0	1595.9145	791.6264	0	0	143.4223	21.2698	32.1631	123.2134	0	260.9376	195.681256	571.75018	152.514733
4_30643	0	0	17.0341	31.744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	85.0792	16.0816	123.2134	0	86.9792	5.419789	0	35.922811
20_24600	0	0	0	0	0	0	0	0	0	126.1114	0	0	0	0	0	0	19.7611	0	0	0	0	0	0	0	0	61.6067	0	0	0	14.58725	6.845189
10_5824	0	207.555	11.3561	158.7201	11.0985	267.2225	49.99	20.3163	211.5059	0	0	0	0	0	89.4055	0	0	0	0	0	0	0	11.9519	0	0	0	54.3774	0	104.196044	8.94055	7.369922
2_20101	0	0	0	0	11.0985	53.4445	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	21.2698	0	0	54.3774	0	7.171444	0.98805	8.405244
5_33681	0	69.185	39.7463	0	22.1971	106.889	12.4975	0	0	0	264.9709	0	439.9057	0	44.7027	0	9.8805	0	0	0	0	0	0	0	16.0816	61.6067	0	0	27.834989	75.94598	8.632033
17_17563	26.9056	0	0	190.4641	0	53.4445	0	0	0	0	0	0	31.4218	0	0	0	9.8805	0	0	0	0	0	35.8556	0	32.1631	61.6067	0	0	30.090467	4.13023	14.402822
12_9197	0	0	11.3561	0	0	53.4445	0	0	0	0	0	0	62.8437	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	7.200067	7.27242	0
17_16937	0	0	5.678	0	0	0	0	0	70.502	0	0	0	0	0	0	22.0875	0	0	0	175.917	0	0	0	0	0	0	0	0	8.464444	2.20875	19.546333
10_5718	80.7168	0	11.3561	31.744	0	160.3335	0	10.1582	70.502	0	0	0	0	28.1425	0	11.0437	217.372	0	0	263.8755	0	0	23.9037	0	16.0816	61.6067	0	0	40.534511	25.65582	40.6075
2_21118	0	276.74	0	63.488	22.1971	213.778	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.411178	0	0
13_10674	0	1660.44	0	888.8325	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	189.0502	826.674	0	0	0	0	0	0	283.2525	0.98805	112.858244
1_1485	0	0	0	0	0	0	0	0	0	0	0	18390.8046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1839.08046	0
21_25400	1372.185	13491.0751	408.8191	4094.9781	2796.8303	31799.4762	3799.2402	497.75	27636.7738	504.4454	6624.2713	884.1733	6567.1642	478.4218	4649.0836	33.1312	227.2525	70.6739	12926.9071	6948.7202	3705.3842	1377.79	1003.9561	1020.9508	1302.6068	862.4938	1033.1702	2000.5219	9544.125311	3296.55243	2139.510444
4_31216	0	345.925	5.678	380.9282	44.3941	53.4445	49.99	10.1582	141.0039	2522.2271	1324.8543	2475.6852	62.8437	633.2053	849.3518	187.7437	9.8805	176.6847	22502.3939	527.7509	226.8603	137.779	0	0	48.2447	0	0	260.9376	114.613544	3074.48702	133.508056
9_44275	215.2447	0	11.3561	0	0	0	0	0	0	0	0	353.6693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.177867	35.36693	0
11_7656	26.9056	345.925	11.3561	380.9282	77.6897	481.0005	212.4575	91.4235	282.0079	441.3897	1324.8543	530.504	125.6874	70.3561	178.8109	11.0437	0	247.3586	1117.1401	527.7509	264.6703	1653.348	107.5667	382.8565	96.4894	554.4603	54.3774	2000.5219	212.188222	404.71448	626.893489
6_37664	107.6224	1245.33	0	634.8803	199.7736	1282.6679	187.4625	101.5816	1269.0355	189.167	1589.8251	2475.6852	408.4839	98.4986	178.8109	88.35	69.1638	70.6739	638.3658	263.8755	794.0109	2066.685	71.7111	297.7773	289.4682	800.8871	380.6417	1304.6882	558.705978	580.70242	696.638333
3_28290	188.3391	761.035	34.0683	190.4641	88.7883	267.2225	174.965	111.7398	1762.5494	378.3341	529.9417	5481.8744	345.6402	98.4986	134.1082	154.6124	79.0444	318.0324	1436.323	263.8755	1020.8711	2617.801	215.1334	319.0471	225.1419	308.0335	163.1321	1565.6258	397.685722	895.64094	744.295711
19_19403	0	0	28.3902	0	0	106.889	37.4925	20.3163	141.0039	0	0	0	0	0	44.7027	0	0	70.6739	0	87.9585	0	0	35.8556	0	0	0	0	0	37.121322	11.53766	13.757122
1_3254	0	0	11.3561	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7611	35.3369	0	0	0	0	0	0	0	0	0	0	1.261789	5.5098	0
19_19020	0	0	0	0	0	0	0	0	0	0	529.9417	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	52.99417	1.327989
16_15496	0	0	0	0	22.1971	0	0	0	0	63.0557	264.9709	176.8347	94.2655	0	0	0	0	0	478.7743	0	0	0	0	0	0	0	0	86.9792	2.466344	107.79011	9.664356
20_24113	26.9056	0	0	31.744	0	0	0	0	211.5059	0	0	0	0	42.2137	44.7027	0	0	0	0	87.9585	0	0	0	0	0	0	0	0	30.017278	8.69164	9.773167
1_2313	376.6782	0	22.7122	63.488	11.0985	0	37.4925	0	0	63.0557	0	0	31.4218	28.1425	268.2164	22.0875	148.2082	565.391	0	263.8755	37.81	0	95.6149	21.2698	16.0816	0	0	173.9584	56.829933	112.65231	67.623356
4_30800	0	0	0	0	0	0	0	0	1410.0395	0	0	0	62.8437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.671056	6.28437	0
2_21841	0	0	0	0	0	0	0	0	0	0	264.9709	0	0	0	44.7027	0	9.8805	0	159.5914	0	0	0	0	0	0	0	0	0	0	47.91455	0
7_39750	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6416	0	0	0	0	0	0	0	0	0	0	0	0.630889	2.96416	0
1_2476	430.4894	1867.995	5.678	920.5765	0	587.8895	149.97	60.949	493.5138	126.1114	11923.6884	353.6693	0	379.9232	1564.5954	11.0437	9.8805	0	15959.1446	2023.0451	415.9105	137.779	191.2297	85.0792	209.0604	184.8201	54.3774	347.9168	501.895689	3032.80565	405.468689
10_5007	26.9056	0	11.3561	0	0	213.778	24.995	20.3163	0	0	0	0	31.4218	0	178.8109	0	0	0	0	87.9585	37.81	0	0	0	32.1631	0	0	173.9584	33.039	21.02327	36.876667
6_37663	107.6224	1245.33	0	634.8803	199.7736	1282.6679	187.4625	101.5816	1269.0355	189.167	1589.8251	2475.6852	408.4839	98.4986	178.8109	88.35	69.1638	70.6739	638.3658	263.8755	794.0109	2066.685	71.7111	297.7773	289.4682	800.8871	380.6417	1304.6882	558.705978	580.70242	696.638333
20_24464	0	207.555	11.3561	95.232	33.2956	0	12.4975	0	0	0	0	0	0	0	89.4055	0	9.8805	0	0	0	0	0	23.9037	63.8094	0	0	0	0	39.992911	9.9286	9.7459
12_10222	107.6224	138.37	0	126.9761	0	0	0	0	0	0	14573.3969	0	0	28.1425	89.4055	11.0437	0	0	2393.8717	351.8339	0	137.779	0	0	0	0	0	173.9584	41.440944	1709.58603	73.730144
X_44423	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81425	0
6_35218	188.3391	345.925	0	444.4162	155.3795	1068.89	174.965	40.6327	564.0158	252.2227	2119.7668	884.1733	282.7965	14.0712	715.2436	11.0437	0	0	3351.4204	879.5848	75.6201	137.779	167.326	233.9679	112.571	123.2134	0	260.9376	331.395922	763.07382	221.2222
19_19684	269.0559	1176.145	34.0683	317.4402	255.2663	962.001	249.95	142.2143	1762.5494	945.8352	1589.8251	3359.8585	345.6402	84.4274	0	132.5249	79.0444	636.0649	1595.9145	87.9585	1058.6812	1653.348	370.5076	233.9679	450.2838	616.067	380.6417	2087.5011	574.298933	876.91351	770.9952
7_38984	107.6224	0	0	0	0	0	0	0	0	0	0	353.6693	62.8437	0	0	11.0437	9.8805	0	0	0	0	137.779	11.9519	21.2698	0	61.6067	0	0	11.958044	43.74372	25.845267
3_28199	0	0	5.678	0	0	0	37.4925	20.3163	0	0	0	0	0	0	0	0	0	212.0216	0	0	0	0	0	0	0	0	0	0	7.054089	21.20216	0
15_13875	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.81	0	0	0	16.0816	0	0	0	1.233167	0	5.987956
1_2285	80.7168	0	0	0	11.0985	53.4445	12.4975	0	0	0	264.9709	530.504	0	28.1425	44.7027	11.0437	0	0	1755.5059	0	37.81	0	0	42.5396	48.2447	0	0	0	17.528589	263.48697	14.288256
8_42001	0	0	0	63.488	0	0	24.995	0	0	0	0	0	0	0	0	0	0	0	0	0	37.81	0	0	0	0	0	0	0	9.831444	0	4.201111
12_9640	0	0	0	0	11.0985	53.4445	12.4975	0	141.0039	0	0	176.8347	0	14.0712	0	33.1312	0	0	0	175.917	113.4301	137.779	23.9037	85.0792	0	246.4268	0	173.9584	24.227156	22.40371	106.277133
12_8666	0	138.37	39.7463	31.744	22.1971	587.8895	149.97	467.2755	211.5059	0	0	176.8347	157.1092	28.1425	44.7027	121.4812	69.1638	70.6739	0	0	0	0	35.8556	191.4283	32.1631	123.2134	54.3774	608.8545	183.1887	66.8108	116.210256
6_37391	376.6782	0	0	0	0	0	0	0	0	0	6624.2713	0	0	140.7123	134.1082	0	0	0	1436.323	175.917	0	0	0	0	0	0	0	0	41.853133	833.54148	19.546333
17_16132	887.8844	2836.585	79.4926	2603.0093	344.0545	4756.5603	1062.2875	152.3724	4441.6244	63.0557	5829.3588	176.8347	1194.0299	478.4218	3710.3263	0	69.1638	0	10692.6269	4222.0072	1323.3515	1653.348	669.304	510.4754	3650.5154	0	54.3774	1217.709	1907.096711	2221.38179	1477.898656
3_26565	215.2447	0	0	0	11.0985	0	12.4975	0	0	0	0	0	31.4218	84.4274	312.9191	0	0	0	797.9572	439.7924	37.81	0	0	0	0	0	0	0	26.537856	122.67255	53.066933
7_40000	0	0	0	0	0	0	0	0	0	441.3897	1324.8543	176.8347	502.7494	28.1425	0	44.175	0	106.0108	0	0	0	0	0	0	0	0	0	0	0	262.41564	0
17_16097	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	87.9585	0	0	0	0	0	0	0	0	1.128689	0	9.773167
7_39803	349.7726	0	79.4926	0	77.6897	53.4445	37.4925	30.4745	70.502	0	0	176.8347	157.1092	196.9972	0	55.2187	849.7268	3922.4001	319.1829	0	0	0	83.663	0	32.1631	184.8201	0	0	77.652044	567.74696	33.405133
10_3925	26.9056	138.37	5.678	0	0	53.4445	37.4925	0	0	0	1589.8251	0	0	0	44.7027	0	0	0	478.7743	0	0	0	0	0	16.0816	123.2134	0	0	29.098956	211.33021	15.477222
10_5724	0	484.295	56.7804	126.9761	99.8868	160.3335	24.995	0	70.502	0	0	0	0	0	0	0	0	0	0	87.9585	0	137.779	0	0	32.1631	0	0	0	113.752089	0	28.655622
4_31190	0	0	0	0	11.0985	0	0	0	0	0	264.9709	353.6693	0	0	0	0	0	0	0	0	0	275.558	0	106.349	48.2447	61.6067	0	86.9792	1.233167	61.86402	64.304178
16_15463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.9585	0	137.779	0	0	0	0	0	0	0	0	25.081944
16_15553	26.9056	207.555	0	63.488	177.5765	106.889	0	20.3163	1480.5415	0	264.9709	353.6693	377.0621	0	0	22.0875	19.7611	35.3369	478.7743	0	75.6201	826.674	47.8074	0	48.2447	123.2134	0	1391.6674	231.474656	155.16621	279.247444
22_25634	26.9056	0	0	31.744	0	0	0	0	0	0	529.9417	0	0	0	134.1082	0	0	0	159.5914	87.9585	0	0	23.9037	21.2698	0	0	0	0	6.516622	82.36413	14.792444
3_26590	53.8112	345.925	0	349.1842	44.3941	694.7785	12.4975	0	0	0	0	0	0	0	0	0	0	0	638.3658	87.9585	75.6201	0	227.0853	85.0792	209.0604	0	0	86.9792	166.732278	63.83658	85.753633
11_6576	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	70.3561	44.7027	0	0	0	478.7743	263.8755	0	0	0	0	16.0816	0	0	0	1.233167	59.38331	31.106344
8_42522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7611	0	0	0	0	0	0	0	0	0	0	0	0	1.97611	0
21_24714	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	4.47027	0
8_41456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2393.8717	0	0	0	0	0	0	0	0	0	0	239.38717	0
17_16851	0	0	0	0	0	0	0	0	0	126.1114	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.01826	0
21_24726	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	4.47027	0
X_44424	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81425	0
11_6340	0	0	0	31.744	122.0839	0	0	0	0	0	529.9417	0	0	0	0	11.0437	0	0	0	1407.3357	0	0	11.9519	0	0	0	0	0	17.091989	54.09854	157.698622
16_14718	0	0	0	0	0	53.4445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.6201	0	0	0	0	0	0	0	5.938278	0	8.402233
21_24694	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	4.47027	0
X_45637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478.7743	0	0	0	0	0	0	0	0	0	0	47.87743	0
4_30572	161.4335	69.185	17.0341	888.8325	88.7883	481.0005	237.4525	81.2653	493.5138	504.4454	0	2122.0159	282.7965	98.4986	44.7027	220.8749	9.8805	106.0108	2713.0546	87.9585	831.8209	2204.464	131.4704	127.6188	128.6525	184.8201	271.8869	1304.6882	279.833944	610.22799	585.931144
22_25485	0	207.555	0	0	55.4927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9037	0	0	0	0	0	29.227522	0	2.655967
3_28676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.9585	37.81	0	11.9519	0	16.0816	0	0	86.9792	0	0	26.753467
19_19426	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0.630889	3.53369	0
17_16490	188.3391	69.185	34.0683	63.488	33.2956	106.889	124.975	40.6327	70.502	7314.4587	3444.6211	4774.5358	4493.3229	1927.7583	223.5136	375.4873	177.8498	742.0757	319.1829	527.7509	0	137.779	490.0262	42.5396	64.3263	123.2134	163.1321	86.9792	81.263856	2379.28061	181.749633
17_16511	0	69.185	22.7122	0	88.7883	0	12.4975	50.7908	70.502	441.3897	0	176.8347	62.8437	28.1425	0	55.2187	9.8805	106.0108	159.5914	0	37.81	0	0	127.6188	32.1631	677.6737	543.7738	260.9376	34.941756	103.9912	186.664111
7_39265	0	0	0	0	0	0	0	0	0	63.0557	0	0	0	0	0	0	19.7611	0	0	0	0	0	0	0	0	0	0	0	0	8.28168	0
21_24772	0	0	0	0	0	0	0	0	0	0	0	176.8347	0	0	0	11.0437	0	0	0	0	0	0	11.9519	0	0	0	54.3774	0	0	18.78784	7.369922
7_38956	107.6224	69.185	45.4243	63.488	66.5912	267.2225	137.4725	50.7908	70.502	7125.2916	3444.6211	4951.3705	5247.447	2096.6131	178.8109	386.531	197.6109	742.0757	319.1829	791.6264	0	137.779	466.1225	63.8094	64.3263	123.2134	163.1321	86.9792	97.588744	2468.95547	210.776478
13_10551	53.8112	0	0	158.7201	0	0	24.995	0	0	0	264.9709	0	0	0	44.7027	0	19.7611	0	159.5914	0	0	0	11.9519	0	0	0	0	0	26.391811	48.90261	1.327989
4_30741	0	0	0	0	0	0	0	0	70.502	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	7.833556	3.53369	0
21_24958	26.9056	0	0	0	0	53.4445	0	10.1582	0	0	0	0	0	14.0712	0	0	0	106.0108	0	87.9585	0	0	11.9519	0	0	0	0	0	10.056478	12.0082	11.101156
21_24957	26.9056	0	0	0	0	53.4445	0	10.1582	0	0	0	0	0	14.0712	0	0	0	106.0108	0	87.9585	0	0	11.9519	0	0	0	0	0	10.056478	12.0082	11.101156
14_12736	0	0	0	0	0	0	24.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.777222	0	0
7_39075	0	69.185	0	126.9761	0	0	12.4975	10.1582	0	126.1114	0	0	62.8437	14.0712	44.7027	33.1312	0	0	0	0	0	275.558	0	63.8094	0	0	0	0	24.312978	28.08602	37.707489
2_23570	0	0	0	0	0	0	0	0	0	126.1114	0	1591.5119	62.8437	0	0	0	0	0	0	87.9585	0	137.779	0	0	32.1631	246.4268	163.1321	608.8545	0	178.0467	141.812667
8_42511	0	138.37	0	0	11.0985	213.778	0	10.1582	0	0	0	0	62.8437	0	0	0	19.7611	0	0	0	113.4301	137.779	0	0	0	0	0	86.9792	41.489411	8.26048	37.576478
3_27285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.6201	0	11.9519	0	0	0	0	0	0	0	9.730222
8_41114	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	9.8805	0	0	0	0	0	0	0	0	61.6067	0	0	0	4.13023	6.845189
12_10139	0	0	0	0	0	0	0	0	0	0	529.9417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.99417	0
16_15592	914.79	3459.25	300.9363	1460.2247	865.6856	4222.1153	1624.6751	589.1734	9940.7783	4350.8418	7684.1547	29885.0575	2136.685	745.7751	1341.0818	1027.0682	395.2218	2120.2163	7819.9808	791.6264	5747.1264	14466.7953	1398.3674	1339.9979	2476.5611	1540.1676	1468.1892	15656.2582	2597.5143	5750.6083	4987.232167
2_23463	376.6782	0	0	0	0	0	0	0	0	0	1324.8543	0	0	0	223.5136	0	0	0	797.9572	87.9585	0	0	0	0	0	0	0	0	41.853133	234.63251	9.773167
9_43878	0	0	0	0	0	0	24.995	0	0	1828.6147	1059.8834	1237.8426	2199.5287	464.3505	0	44.175	59.2833	70.6739	0	0	0	0	95.6149	21.2698	0	0	0	0	2.777222	696.43521	12.987189
11_7010	322.8671	345.925	17.0341	412.6722	88.7883	106.889	287.4425	121.898	1198.5336	819.7238	1059.8834	1768.3466	62.8437	112.5698	402.3245	110.4374	0	176.6847	2393.8717	263.8755	1020.8711	2480.022	143.4223	191.4283	128.6525	246.4268	380.6417	1391.6674	322.449978	690.66856	694.111956
9_44323	0	0	0	0	0	0	0	0	0	0	529.9417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.99417	0
10_3953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797.9572	87.9585	0	0	0	0	0	0	0	0	0	79.79572	9.773167
17_17176	53.8112	0	39.7463	0	22.1971	0	0	0	70.502	252.2227	0	0	157.1092	126.6411	0	143.5687	59.2833	2897.6289	957.5487	87.9585	0	0	239.0372	21.2698	0	246.4268	54.3774	0	20.695178	459.40026	72.118856
8_40794	0	276.74	0	126.9761	55.4927	53.4445	62.4875	40.6327	352.5099	252.2227	794.9126	1945.1813	31.4218	112.5698	134.1082	44.175	19.7611	70.6739	957.5487	0	680.5808	1102.232	71.7111	63.8094	64.3263	308.0335	108.7548	608.8545	107.587044	436.25751	334.255822
9_43753	8851.9385	21931.6452	6978.3156	28855.3108	10876.5621	91443.5359	28219.3561	11031.7646	65284.828	0	52729.1998	353.6693	8421.0526	1210.1257	39651.3187	0	8082.2852	35.3369	13565.2729	80394.054	9263.4604	9782.3092	4362.4281	14144.422	5049.6116	59512.0749	48939.6411	62972.9495	30385.91742	12404.82611	32713.43898
X_46590	80.7168	69.185	0	31.744	0	0	24.995	10.1582	0	0	264.9709	0	0	0	0	0	0	0	319.1829	0	113.4301	0	11.9519	0	16.0816	0	0	0	24.088778	58.41538	15.718178
16_15607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	87.9585	0	0	0	0	0	0	0	0	0	0.98805	9.773167
1_50	0	622.665	0	190.4641	0	106.889	24.995	0	0	126.1114	264.9709	176.8347	31.4218	0	178.8109	0	9.8805	0	0	0	75.6201	0	11.9519	21.2698	80.4078	61.6067	0	260.9376	105.001456	78.80302	56.865989
11_6881	0	0	0	0	11.0985	0	0	0	0	0	0	0	31.4218	0	268.2164	0	0	0	0	0	0	0	0	0	0	0	0	0	1.233167	29.96382	0
20_24055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.917	0	0	0	0	0	0	0	0	0	0	19.546333
9_42933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1117.1401	0	0	0	0	0	0	0	0	0	0	111.71401	0
2_22598	26.9056	69.185	11.3561	63.488	11.0985	106.889	37.4925	30.4745	0	6746.9576	5034.4462	4244.0318	5247.447	2026.2569	178.8109	298.1811	128.4471	671.4018	159.5914	439.7924	37.81	0	442.2187	0	16.0816	0	217.5095	0	39.654356	2473.55718	128.156911
6_35469	0	0	0	0	0	0	0	0	0	0	0	353.6693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.36693	0
19_18748	26.9056	0	0	31.744	0	106.889	0	0	0	0	0	0	0	0	0	0	0	0	159.5914	0	0	0	23.9037	21.2698	0	61.6067	0	0	18.393178	15.95914	11.864467
1_2312	80.7168	345.925	5.678	0	33.2956	320.667	49.99	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	11.9519	0	0	123.2134	0	0	92.919156	0.98805	15.018367
2_20269	0	0	34.0683	0	0	0	0	10.1582	0	126.1114	0	0	0	14.0712	0	0	0	106.0108	159.5914	0	0	0	23.9037	0	0	0	0	0	4.914056	40.57848	2.655967
10_4804	0	138.37	0	0	0	0	0	0	0	0	0	176.8347	0	0	0	0	0	0	0	0	0	688.895	0	978.4111	0	0	0	0	15.374444	17.68347	185.256233
22_25797	0	0	0	31.744	11.0985	0	24.995	0	0	0	0	0	0	0	0	0	0	70.6739	0	0	0	0	0	0	0	0	0	0	7.5375	7.06739	0
6_36171	0	0	0	0	0	0	0	0	0	0	0	176.8347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.68347	0
19_18925	0	0	0	0	0	0	0	0	0	0	264.9709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.49709	0
22_25975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0	3.53369	0
11_7004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797.9572	0	0	0	0	0	0	0	0	0	0	79.79572	0
8_40208	0	69.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.687222	0	0
10_5353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0	3.53369	0
